filenames,Factor1,Factor2,Factor3
comments_24675655_12_0_MAT.txt,0.377078097189064,-0.03233674719983,-0.971771046357617
comments_22388259_131_MAT.txt,-0.397928436053318,0.766939709035116,0.005475986556373
comments_13576567_33_MAT.txt,-0.255117028673504,0.655246839315091,-0.914942642080977
comments_22163578_5_MAT.txt,-0.116936234681168,0.530994849370876,0.449539762452355
comments_30508530_13_MAT.txt,-0.276822113053811,1.78838204020783,0.687419325571202
comments_32210054_16_MAT.txt,0.155897090023494,1.23001564188101,0.724917717129716
comments_29724440_0_MAT.txt,-0.348073980355191,0.991401747114004,-0.400002853959414
comments_18042235_1_MAT.txt,0.135209453804059,0.949152404801694,0.136786865624543
comments_18801847_1_MAT.txt,0.495738598068244,0.114559564675976,-0.532393065648635
comments_9088546_85_MAT.txt,-0.564683771253397,1.02072093874174,-0.273464140863549
comments_24299962_77_MAT.txt,0.57473440135965,0.160374498295838,-0.463659591385637
comments_26587805_1_MAT.txt,0.857826441606229,0.206640941658587,-0.138236843995829
comments_12489445_74_MAT.txt,0.38075040505795,0.716011148126225,-0.751716466400957
comments_22771826_58_MAT.txt,-0.564937973709055,1.37357291877704,-0.296782339411463
comments_24252066_3_MAT.txt,0.940660691213387,-0.443456666836371,-0.605698409872447
comments_14590737_24_MAT.txt,-0.699813881207756,-0.812272851146349,-1.10637309800044
comments_30184446_0_MAT.txt,0.021703039916399,-0.338066227078451,0.300333607659067
comments_12351880_59_MAT.txt,-0.706185325035549,1.17902321012707,-0.050468438793026
comments_33373272_53_MAT.txt,0.624896522526067,0.978940148469792,-0.793433687766122
comments_32684709_26_MAT.txt,-0.372650472925834,0.618140358558008,-0.06281834647869
comments_26995241_19_MAT.txt,0.422908822644538,1.31483424257035,-0.445002409485939
comments_19542104_19_MAT.txt,-0.086437952485804,0.967033521292452,0.772268751379846
comments_26228215_19_MAT.txt,-0.368653979542301,1.05824884808578,0.493025902486078
comments_30906684_1_MAT.txt,0.141109767652394,0.783789254091403,0.44557992677862
comments_31931452_0_MAT.txt,-0.344220790927918,0.973944779157267,0.480907988362718
comments_16279953_77_MAT.txt,-1.28055337152108,1.01299637088853,0.764565458865915
comments_21161098_4_MAT.txt,0.737085153245039,-0.087761161023026,-0.739308895412273
comments_14689801_5_MAT.txt,-0.258125684924281,1.46369653683722,0.758068305413479
comments_7605770_100_MAT.txt,0.789194664956134,0.291984398349723,-1.09153850311828
comments_14450045_11_MAT.txt,0.22895184921916,0.549764140852124,0.652525896936875
comments_17371858_10_MAT.txt,1.04683943231093,0.918414556703866,0.505204345758472
comments_15992007_1_MAT.txt,-0.876291787832522,0.582327673706023,-0.226501727843173
